127.0.0.1 - - [22/Sep/2014:09:31:01 +0530] "GET /store HTTP/1.1" 302 - "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36"
127.0.0.1 - - [22/Sep/2014:09:31:04 +0530] "GET /store/ HTTP/1.1" 200 7706 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36"
127.0.0.1 - - [22/Sep/2014:09:31:04 +0530] "GET /store/themes/store/css/assets.css HTTP/1.1" 304 - "http://localhost:9763/store/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36"
127.0.0.1 - - [22/Sep/2014:09:31:04 +0530] "GET /store/themes/store/css/top-assets.css HTTP/1.1" 304 - "http://localhost:9763/store/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36"
127.0.0.1 - - [22/Sep/2014:09:31:04 +0530] "GET /store/d13b8b28-001b-42f4-b2c5-5bbb7aab1dcc/thumbnail.jpg HTTP/1.1" 404 900 "http://localhost:9763/store/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36"
127.0.0.1 - - [22/Sep/2014:09:31:04 +0530] "GET /store/95be06ef-efc8-4a8d-b77f-631c1bf260d2/thumbnail.jpg HTTP/1.1" 404 900 "http://localhost:9763/store/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36"
127.0.0.1 - - [22/Sep/2014:09:31:04 +0530] "GET /store/cbdae925-2f32-4a55-815a-c296bd94a34d/thumbnail.jpg HTTP/1.1" 404 900 "http://localhost:9763/store/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36"
127.0.0.1 - - [22/Sep/2014:09:31:04 +0530] "GET /store/9264372c-69b3-40b6-a592-4eee5786a57a/thumbnail.jpg HTTP/1.1" 404 900 "http://localhost:9763/store/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36"
127.0.0.1 - - [22/Sep/2014:09:31:04 +0530] "GET /store/b3cf647d-2b22-436a-8b7e-7f3b45f9d127/thumbnail.jpg HTTP/1.1" 404 900 "http://localhost:9763/store/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36"
127.0.0.1 - - [22/Sep/2014:09:31:04 +0530] "GET /store/efc189db-2eeb-48cf-92be-f663f5f631b8/thumbnail.jpg HTTP/1.1" 404 900 "http://localhost:9763/store/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36"
127.0.0.1 - - [22/Sep/2014:09:31:04 +0530] "GET /store/c9abfbc4-a4ca-4157-bd81-8ec74bc85320/thumbnail.jpg HTTP/1.1" 404 900 "http://localhost:9763/store/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36"
127.0.0.1 - - [22/Sep/2014:09:31:04 +0530] "GET /store/35d8be81-9023-499c-a3d3-fefcffa6ad42/thumbnail.jpg HTTP/1.1" 404 900 "http://localhost:9763/store/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36"
127.0.0.1 - - [22/Sep/2014:09:31:04 +0530] "GET /store/themes/store/js/asset-core.js HTTP/1.1" 304 - "http://localhost:9763/store/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36"
127.0.0.1 - - [22/Sep/2014:09:31:04 +0530] "GET /store/themes/store/js/top-assets.js HTTP/1.1" 304 - "http://localhost:9763/store/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36"
127.0.0.1 - - [22/Sep/2014:09:31:04 +0530] "GET /store/themes/store/js/jquery.carouFredSel-6.2.1-packed.js HTTP/1.1" 304 - "http://localhost:9763/store/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36"
